loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Telengana,71,1,1,2020-03-30,69,1.39,1.39,95.83
Uttarakhand,7,0,2,2020-03-30,5,0.0,25.0,62.5
Uttar Pradesh,82,0,11,2020-03-30,71,0.0,13.25,85.54
West Bengal,22,1,0,2020-03-30,21,4.35,0.0,91.3
Andhra Pradesh,40,0,1,2020-03-31,39,0.0,2.44,95.12
Andaman and Nicobar Islands,10,0,0,2020-03-31,10,0.0,0.0,90.91
Bihar,15,1,0,2020-03-31,14,6.25,0.0,87.5
Chandigarh,13,0,0,2020-03-31,13,0.0,0.0,92.86
Chhattisgarh,8,0,0,2020-03-31,8,0.0,0.0,88.89
Delhi,97,2,6,2020-03-31,89,2.04,6.12,90.82
Goa,5,0,0,2020-03-31,5,0.0,0.0,83.33
Gujarat,73,6,3,2020-03-31,64,8.11,4.05,86.49
Haryana,40,0,21,2020-03-31,19,0.0,51.22,46.34
Himachal Pradesh,3,1,0,2020-03-31,2,25.0,0.0,50.0
Jammu and Kashmir,54,2,2,2020-03-31,50,3.64,3.64,90.91
Karnataka,83,3,5,2020-03-31,75,3.57,5.95,89.29
Kerala,234,1,19,2020-03-31,214,0.43,8.09,91.06
Ladakh,13,0,3,2020-03-31,10,0.0,21.43,71.43
Madhya Pradesh,47,3,0,2020-03-31,44,6.25,0.0,91.67
Maharashtra,216,9,39,2020-03-31,168,4.15,17.97,77.42
Manipur,1,0,0,2020-03-31,1,0.0,0.0,50.0
Mizoram,1,0,0,2020-03-31,1,0.0,0.0,50.0
Odisha,3,0,0,2020-03-31,3,0.0,0.0,75.0
Puducherry,1,0,0,2020-03-31,1,0.0,0.0,50.0
Punjab,41,3,1,2020-03-31,37,7.14,2.38,88.1
Rajasthan,74,0,3,2020-03-31,71,0.0,4.0,94.67
Tamil Nadu,74,1,4,2020-03-31,69,1.33,5.33,92.0
Telengana,79,1,1,2020-03-31,77,1.25,1.25,96.25
Uttarakhand,7,0,2,2020-03-31,5,0.0,25.0,62.5
Uttar Pradesh,101,0,14,2020-03-31,87,0.0,13.73,85.29
West Bengal,26,2,0,2020-03-31,24,7.41,0.0,88.89
Andhra Pradesh,83,0,0,2020-04-01,83,0.0,0.0,98.81
Andaman and Nicobar Islands,10,0,1,2020-04-01,9,0.0,9.09,81.82
Assam,1,0,0,2020-04-01,1,0.0,0.0,50.0
Bihar,23,1,0,2020-04-01,22,4.17,0.0,91.67
Chandigarh,16,0,0,2020-04-01,16,0.0,0.0,94.12
Chhattisgarh,9,0,2,2020-04-01,7,0.0,20.0,70.0
Delhi,152,2,6,2020-04-01,144,1.31,3.92,94.12
Goa,5,0,0,2020-04-01,5,0.0,0.0,83.33
Gujarat,82,6,5,2020-04-01,71,7.23,6.02,85.54
Haryana,43,0,21,2020-04-01,22,0.0,47.73,50.0
Himachal Pradesh,3,1,0,2020-04-01,2,25.0,0.0,50.0
Jammu and Kashmir,62,2,2,2020-04-01,58,3.17,3.17,92.06
Jharkhand,1,0,0,2020-04-01,1,0.0,0.0,50.0
Karnataka,101,3,8,2020-04-01,90,2.94,7.84,88.24
Kerala,241,2,23,2020-04-01,216,0.83,9.5,89.26
Ladakh,13,0,3,2020-04-01,10,0.0,21.43,71.43
Madhya Pradesh,66,3,0,2020-04-01,63,4.48,0.0,94.03
Maharashtra,302,9,39,2020-04-01,254,2.97,12.87,83.83
Manipur,1,0,0,2020-04-01,1,0.0,0.0,50.0
Mizoram,1,0,0,2020-04-01,1,0.0,0.0,50.0
Odisha,4,0,0,2020-04-01,4,0.0,0.0,80.0
Puducherry,3,0,1,2020-04-01,2,0.0,25.0,50.0
Punjab,42,3,1,2020-04-01,38,6.98,2.33,88.37
Rajasthan,93,0,3,2020-04-01,90,0.0,3.19,95.74
Tamil Nadu,234,1,6,2020-04-01,227,0.43,2.55,96.6
Telengana,96,3,1,2020-04-01,92,3.09,1.03,94.85
Uttarakhand,7,0,2,2020-04-01,5,0.0,25.0,62.5
Uttar Pradesh,103,2,14,2020-04-01,87,1.92,13.46,83.65
West Bengal,37,3,6,2020-04-01,28,7.89,15.79,73.68
Andhra Pradesh,86,1,1,2020-04-02,84,1.15,1.15,96.55
Andaman and Nicobar Islands,10,0,0,2020-04-02,10,0.0,0.0,90.91
Assam,5,0,0,2020-04-02,5,0.0,0.0,83.33
Bihar,24,1,0,2020-04-02,23,4.0,0.0,92.0
Chandigarh,16,0,0,2020-04-02,16,0.0,0.0,94.12
Chhattisgarh,9,0,2,2020-04-02,7,0.0,20.0,70.0
Delhi,219,4,8,2020-04-02,207,1.82,3.64,94.09
Goa,5,0,0,2020-04-02,5,0.0,0.0,83.33
Gujarat,87,7,8,2020-04-02,72,7.95,9.09,81.82
Haryana,43,0,21,2020-04-02,22,0.0,47.73,50.0
Himachal Pradesh,3,1,1,2020-04-02,1,25.0,25.0,25.0
Jammu and Kashmir,62,2,2,2020-04-02,58,3.17,3.17,92.06
Jharkhand,1,0,0,2020-04-02,1,0.0,0.0,50.0
Karnataka,110,3,9,2020-04-02,98,2.7,8.11,88.29
Kerala,265,2,25,2020-04-02,238,0.75,9.4,89.47
Ladakh,13,0,3,2020-04-02,10,0.0,21.43,71.43
Madhya Pradesh,99,6,0,2020-04-02,93,6.0,0.0,93.0
Maharashtra,335,13,42,2020-04-02,280,3.87,12.5,83.33
Manipur,1,0,0,2020-04-02,1,0.0,0.0,50.0
Mizoram,1,0,0,2020-04-02,1,0.0,0.0,50.0
Odisha,4,0,0,2020-04-02,4,0.0,0.0,80.0
Puducherry,3,0,1,2020-04-02,2,0.0,25.0,50.0
Punjab,46,4,1,2020-04-02,41,8.51,2.13,87.23
Rajasthan,108,0,3,2020-04-02,105,0.0,2.75,96.33
Tamil Nadu,234,1,6,2020-04-02,227,0.43,2.55,96.6
Telengana,107,3,1,2020-04-02,103,2.78,0.93,95.37
Uttarakhand,7,0,2,2020-04-02,5,0.0,25.0,62.5
Uttar Pradesh,113,2,14,2020-04-02,97,1.75,12.28,85.09
West Bengal,53,3,6,2020-04-02,44,5.56,11.11,81.48
Andhra Pradesh,132,1,1,2020-04-03,130,0.75,0.75,97.74
Andaman and Nicobar Islands,10,0,0,2020-04-03,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-03,1,0.0,0.0,50.0
Assam,16,0,0,2020-04-03,16,0.0,0.0,94.12
Bihar,29,1,0,2020-04-03,28,3.33,0.0,93.33
Chandigarh,18,0,0,2020-04-03,18,0.0,0.0,94.74
Chhattisgarh,9,0,3,2020-04-03,6,0.0,30.0,60.0
Delhi,219,4,8,2020-04-03,207,1.82,3.64,94.09
Goa,6,0,0,2020-04-03,6,0.0,0.0,85.71
Gujarat,95,8,10,2020-04-03,77,8.33,10.42,80.21
Haryana,49,0,24,2020-04-03,25,0.0,48.0,50.0
Himachal Pradesh,6,1,1,2020-04-03,4,14.29,14.29,57.14
Jammu and Kashmir,75,2,3,2020-04-03,70,2.63,3.95,92.11
Jharkhand,2,0,0,2020-04-03,2,0.0,0.0,66.67
Karnataka,124,3,10,2020-04-03,111,2.4,8.0,88.8
Kerala,286,2,27,2020-04-03,257,0.7,9.41,89.55
Ladakh,14,0,3,2020-04-03,11,0.0,20.0,73.33
Madhya Pradesh,104,6,0,2020-04-03,98,5.71,0.0,93.33
Maharashtra,335,16,42,2020-04-03,277,4.76,12.5,82.44
Manipur,2,0,0,2020-04-03,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-03,1,0.0,0.0,50.0
Odisha,5,0,0,2020-04-03,5,0.0,0.0,83.33
Puducherry,5,0,1,2020-04-03,4,0.0,16.67,66.67
Punjab,48,5,1,2020-04-03,42,10.2,2.04,85.71
Rajasthan,167,0,3,2020-04-03,164,0.0,1.79,97.62
Tamil Nadu,309,1,6,2020-04-03,302,0.32,1.94,97.42
Telengana,158,7,1,2020-04-03,150,4.4,0.63,94.34
Uttarakhand,10,0,2,2020-04-03,8,0.0,18.18,72.73
Uttar Pradesh,172,2,14,2020-04-03,156,1.16,8.09,90.17
West Bengal,63,3,3,2020-04-03,57,4.69,4.69,89.06
Andhra Pradesh,161,1,1,2020-04-04,159,0.62,0.62,98.15
Andaman and Nicobar Islands,10,0,0,2020-04-04,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-04,1,0.0,0.0,50.0
Assam,24,0,0,2020-04-04,24,0.0,0.0,96.0
Bihar,30,1,0,2020-04-04,29,3.23,0.0,93.55
Chandigarh,18,0,0,2020-04-04,18,0.0,0.0,94.74
Chhattisgarh,9,0,3,2020-04-04,6,0.0,30.0,60.0
Delhi,445,6,15,2020-04-04,424,1.35,3.36,95.07
Goa,7,0,0,2020-04-04,7,0.0,0.0,87.5
Gujarat,105,10,14,2020-04-04,81,9.43,13.21,76.42
Haryana,49,0,24,2020-04-04,25,0.0,48.0,50.0
Himachal Pradesh,6,1,1,2020-04-04,4,14.29,14.29,57.14
Jammu and Kashmir,75,2,3,2020-04-04,70,2.63,3.95,92.11
Jharkhand,2,0,0,2020-04-04,2,0.0,0.0,66.67
Karnataka,128,3,12,2020-04-04,113,2.33,9.3,87.6
Kerala,295,2,41,2020-04-04,252,0.68,13.85,85.14
Ladakh,14,0,3,2020-04-04,11,0.0,20.0,73.33
Madhya Pradesh,104,6,0,2020-04-04,98,5.71,0.0,93.33
Maharashtra,490,24,42,2020-04-04,424,4.89,8.55,86.35
Manipur,2,0,0,2020-04-04,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-04,1,0.0,0.0,50.0
Odisha,5,0,0,2020-04-04,5,0.0,0.0,83.33
Puducherry,5,0,1,2020-04-04,4,0.0,16.67,66.67
Punjab,57,5,1,2020-04-04,51,8.62,1.72,87.93
Rajasthan,200,0,21,2020-04-04,179,0.0,10.45,89.05
Tamil Nadu,411,2,6,2020-04-04,403,0.49,1.46,97.82
Telengana,159,7,1,2020-04-04,151,4.38,0.62,94.38
Uttarakhand,16,0,2,2020-04-04,14,0.0,11.76,82.35
Uttar Pradesh,174,2,19,2020-04-04,153,1.14,10.86,87.43
West Bengal,69,3,3,2020-04-04,63,4.29,4.29,90.0
Andhra Pradesh,190,1,1,2020-04-05,188,0.52,0.52,98.43
Andaman and Nicobar Islands,10,0,0,2020-04-05,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-05,1,0.0,0.0,50.0
Assam,26,0,0,2020-04-05,26,0.0,0.0,96.3
Bihar,30,1,0,2020-04-05,29,3.23,0.0,93.55
Chandigarh,18,0,0,2020-04-05,18,0.0,0.0,94.74
Chhattisgarh,9,0,3,2020-04-05,6,0.0,30.0,60.0
Delhi,503,7,18,2020-04-05,478,1.39,3.57,94.84
Goa,7,0,0,2020-04-05,7,0.0,0.0,87.5
Gujarat,122,11,18,2020-04-05,93,8.94,14.63,75.61
Haryana,59,1,25,2020-04-05,33,1.67,41.67,55.0
Himachal Pradesh,6,1,1,2020-04-05,4,14.29,14.29,57.14
Jammu and Kashmir,106,2,4,2020-04-05,100,1.87,3.74,93.46
Jharkhand,3,0,0,2020-04-05,3,0.0,0.0,75.0
Karnataka,144,4,12,2020-04-05,128,2.76,8.28,88.28
Kerala,306,2,49,2020-04-05,255,0.65,15.96,83.06
Ladakh,14,0,10,2020-04-05,4,0.0,66.67,26.67
Madhya Pradesh,165,9,0,2020-04-05,156,5.42,0.0,93.98
Maharashtra,490,24,42,2020-04-05,424,4.89,8.55,86.35
Manipur,2,0,0,2020-04-05,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-05,1,0.0,0.0,50.0
Odisha,20,0,0,2020-04-05,20,0.0,0.0,95.24
Puducherry,5,0,1,2020-04-05,4,0.0,16.67,66.67
Punjab,57,5,1,2020-04-05,51,8.62,1.72,87.93
Rajasthan,200,0,21,2020-04-05,179,0.0,10.45,89.05
Tamil Nadu,485,3,6,2020-04-05,476,0.62,1.23,97.94
Telengana,269,7,32,2020-04-05,230,2.59,11.85,85.19
Uttarakhand,22,0,2,2020-04-05,20,0.0,8.7,86.96
Uttar Pradesh,227,2,19,2020-04-05,206,0.88,8.33,90.35
West Bengal,80,3,10,2020-04-05,67,3.7,12.35,82.72
Andhra Pradesh,226,3,1,2020-04-06,222,1.32,0.44,97.8
Andaman and Nicobar Islands,10,0,0,2020-04-06,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-06,1,0.0,0.0,50.0
Assam,26,0,0,2020-04-06,26,0.0,0.0,96.3
Bihar,32,1,0,2020-04-06,31,3.03,0.0,93.94
Chandigarh,18,0,0,2020-04-06,18,0.0,0.0,94.74
Chhattisgarh,10,0,8,2020-04-06,2,0.0,72.73,18.18
Delhi,523,7,19,2020-04-06,497,1.34,3.63,94.85
Goa,7,0,0,2020-04-06,7,0.0,0.0,87.5
Gujarat,144,12,22,2020-04-06,110,8.28,15.17,75.86
Haryana,84,1,25,2020-04-06,58,1.18,29.41,68.24
Himachal Pradesh,13,1,2,2020-04-06,10,7.14,14.29,71.43
Jammu and Kashmir,109,2,4,2020-04-06,103,1.82,3.64,93.64
Jharkhand,4,0,0,2020-04-06,4,0.0,0.0,80.0
Karnataka,151,4,12,2020-04-06,135,2.63,7.89,88.82
Kerala,314,2,55,2020-04-06,257,0.63,17.46,81.59
Ladakh,14,0,10,2020-04-06,4,0.0,66.67,26.67
Madhya Pradesh,165,9,0,2020-04-06,156,5.42,0.0,93.98
Maharashtra,748,45,56,2020-04-06,647,6.01,7.48,86.38
Manipur,2,0,0,2020-04-06,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-06,1,0.0,0.0,50.0
Odisha,21,0,2,2020-04-06,19,0.0,9.09,86.36
Puducherry,5,0,1,2020-04-06,4,0.0,16.67,66.67
Punjab,76,6,4,2020-04-06,66,7.79,5.19,85.71
Rajasthan,274,0,21,2020-04-06,253,0.0,7.64,92.0
Tamil Nadu,571,5,8,2020-04-06,558,0.87,1.4,97.55
Telengana,321,7,34,2020-04-06,280,2.17,10.56,86.96
Uttarakhand,26,0,4,2020-04-06,22,0.0,14.81,81.48
Uttar Pradesh,305,3,21,2020-04-06,281,0.98,6.86,91.83
West Bengal,80,3,10,2020-04-06,67,3.7,12.35,82.72
Andhra Pradesh,266,3,1,2020-04-07,262,1.12,0.37,98.13
Andaman and Nicobar Islands,10,0,0,2020-04-07,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-07,1,0.0,0.0,50.0
Assam,26,0,0,2020-04-07,26,0.0,0.0,96.3
Bihar,32,1,0,2020-04-07,31,3.03,0.0,93.94
Chandigarh,18,0,7,2020-04-07,11,0.0,36.84,57.89
Chhattisgarh,10,0,9,2020-04-07,1,0.0,81.82,9.09
Delhi,576,7,21,2020-04-07,548,1.21,3.64,94.97
Goa,7,0,0,2020-04-07,7,0.0,0.0,87.5
Gujarat,165,13,25,2020-04-07,127,7.83,15.06,76.51
Haryana,90,1,25,2020-04-07,64,1.1,27.47,70.33
Himachal Pradesh,13,1,2,2020-04-07,10,7.14,14.29,71.43
Jammu and Kashmir,116,2,4,2020-04-07,110,1.71,3.42,94.02
Jharkhand,4,0,0,2020-04-07,4,0.0,0.0,80.0
Karnataka,175,4,25,2020-04-07,146,2.27,14.2,82.95
Kerala,327,2,58,2020-04-07,267,0.61,17.68,81.4
Ladakh,14,0,10,2020-04-07,4,0.0,66.67,26.67
Madhya Pradesh,229,13,0,2020-04-07,216,5.65,0.0,93.91
Maharashtra,868,48,56,2020-04-07,764,5.52,6.44,87.92
Manipur,2,0,0,2020-04-07,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-07,1,0.0,0.0,50.0
Odisha,42,1,2,2020-04-07,39,2.33,4.65,90.7
Puducherry,5,0,1,2020-04-07,4,0.0,16.67,66.67
Punjab,91,7,4,2020-04-07,80,7.61,4.35,86.96
Rajasthan,288,3,21,2020-04-07,264,1.04,7.27,91.35
Tamil Nadu,621,5,8,2020-04-07,608,0.8,1.29,97.75
Telengana,364,7,35,2020-04-07,322,1.92,9.59,88.22
Tripura,1,0,0,2020-04-07,1,0.0,0.0,50.0
Uttarakhand,31,0,5,2020-04-07,26,0.0,15.62,81.25
Uttar Pradesh,305,3,21,2020-04-07,281,0.98,6.86,91.83
West Bengal,91,3,13,2020-04-07,75,3.26,14.13,81.52
Andhra Pradesh,305,4,5,2020-04-08,296,1.31,1.63,96.73
Andaman and Nicobar Islands,10,0,0,2020-04-08,10,0.0,0.0,90.91
Arunachal Pradesh,1,0,0,2020-04-08,1,0.0,0.0,50.0
Assam,27,0,0,2020-04-08,27,0.0,0.0,96.43
Bihar,38,1,0,2020-04-08,37,2.56,0.0,94.87
Chandigarh,18,0,7,2020-04-08,11,0.0,36.84,57.89
Chhattisgarh,10,0,9,2020-04-08,1,0.0,81.82,9.09
Delhi,576,9,21,2020-04-08,546,1.56,3.64,94.63
Goa,7,0,0,2020-04-08,7,0.0,0.0,87.5
Gujarat,165,13,25,2020-04-08,127,7.83,15.06,76.51
Haryana,147,3,28,2020-04-08,116,2.03,18.92,78.38
Himachal Pradesh,18,1,2,2020-04-08,15,5.26,10.53,78.95
Jammu and Kashmir,116,2,4,2020-04-08,110,1.71,3.42,94.02
Jharkhand,4,0,0,2020-04-08,4,0.0,0.0,80.0
Karnataka,175,4,25,2020-04-08,146,2.27,14.2,82.95
Kerala,336,2,70,2020-04-08,264,0.59,20.77,78.34
Ladakh,14,0,10,2020-04-08,4,0.0,66.67,26.67
Madhya Pradesh,229,13,0,2020-04-08,216,5.65,0.0,93.91
Maharashtra,1018,64,79,2020-04-08,875,6.28,7.75,85.87
Manipur,2,0,0,2020-04-08,2,0.0,0.0,66.67
Mizoram,1,0,0,2020-04-08,1,0.0,0.0,50.0
Odisha,42,1,2,2020-04-08,39,2.33,4.65,90.7
Puducherry,5,0,1,2020-04-08,4,0.0,16.67,66.67
Punjab,91,7,4,2020-04-08,80,7.61,4.35,86.96
Rajasthan,328,3,21,2020-04-08,304,0.91,6.38,92.4
Tamil Nadu,690,7,19,2020-04-08,664,1.01,2.75,96.09
Telengana,427,7,35,2020-04-08,385,1.64,8.18,89.95
Tripura,1,0,0,2020-04-08,1,0.0,0.0,50.0
Uttarakhand,31,0,5,2020-04-08,26,0.0,15.62,81.25
Uttar Pradesh,343,3,26,2020-04-08,314,0.87,7.56,91.28
West Bengal,99,5,13,2020-04-08,81,5.0,13.0,81.0
Andhra Pradesh,348,4,6,2020-04-09,338,1.15,1.72,96.85
Andaman and Nicobar Islands,11,0,0,2020-04-09,11,0.0,0.0,91.67
Arunachal Pradesh,1,0,0,2020-04-09,1,0.0,0.0,50.0
Assam,28,0,0,2020-04-09,28,0.0,0.0,96.55
Bihar,39,1,0,2020-04-09,38,2.5,0.0,95.0
Chandigarh,18,0,7,2020-04-09,11,0.0,36.84,57.89
Chhattisgarh,10,0,9,2020-04-09,1,0.0,81.82,9.09
Delhi,669,9,21,2020-04-09,639,1.34,3.13,95.37
Goa,7,0,0,2020-04-09,7,0.0,0.0,87.5
Gujarat,179,16,25,2020-04-09,138,8.89,13.89,76.67
Haryana,169,3,29,2020-04-09,137,1.76,17.06,80.59
Himachal Pradesh,18,1,2,2020-04-09,15,5.26,10.53,78.95
Jammu and Kashmir,158,4,4,2020-04-09,150,2.52,2.52,94.34
Jharkhand,13,0,0,2020-04-09,13,0.0,0.0,92.86
Karnataka,181,5,28,2020-04-09,148,2.75,15.38,81.32
Kerala,345,2,83,2020-04-09,260,0.58,23.99,75.14
Ladakh,14,0,10,2020-04-09,4,0.0,66.67,26.67
Madhya Pradesh,259,16,0,2020-04-09,243,6.15,0.0,93.46
Maharashtra,1135,72,117,2020-04-09,946,6.34,10.3,83.27
Manipur,2,0,1,2020-04-09,1,0.0,33.33,33.33
Mizoram,1,0,0,2020-04-09,1,0.0,0.0,50.0
Odisha,42,1,2,2020-04-09,39,2.33,4.65,90.7
Puducherry,5,0,1,2020-04-09,4,0.0,16.67,66.67
Punjab,101,8,4,2020-04-09,89,7.84,3.92,87.25
Rajasthan,383,3,21,2020-04-09,359,0.78,5.47,93.49
Tamil Nadu,738,8,21,2020-04-09,709,1.08,2.84,95.94
Telengana,442,7,35,2020-04-09,400,1.58,7.9,90.29
Tripura,1,0,0,2020-04-09,1,0.0,0.0,50.0
Uttarakhand,35,0,5,2020-04-09,30,0.0,13.89,83.33
Uttar Pradesh,410,4,31,2020-04-09,375,0.97,7.54,91.24
West Bengal,103,5,16,2020-04-09,82,4.81,15.38,78.85
Andhra Pradesh,363,6,7,2020-04-10,350,1.65,1.92,96.15
Andaman and Nicobar Islands,11,0,0,2020-04-10,11,0.0,0.0,91.67
Arunachal Pradesh,1,0,0,2020-04-10,1,0.0,0.0,50.0
Assam,29,0,0,2020-04-10,29,0.0,0.0,96.67
Bihar,60,1,0,2020-04-10,59,1.64,0.0,96.72
Chandigarh,18,0,7,2020-04-10,11,0.0,36.84,57.89
Chhattisgarh,10,0,9,2020-04-10,1,0.0,81.82,9.09
Delhi,898,13,25,2020-04-10,860,1.45,2.78,95.66
Goa,7,0,1,2020-04-10,6,0.0,12.5,75.0
Gujarat,241,17,26,2020-04-10,198,7.02,10.74,81.82
Haryana,169,3,29,2020-04-10,137,1.76,17.06,80.59
Himachal Pradesh,28,1,6,2020-04-10,21,3.45,20.69,72.41
Jammu and Kashmir,184,4,6,2020-04-10,174,2.16,3.24,94.05
Jharkhand,13,1,0,2020-04-10,12,7.14,0.0,85.71
Karnataka,197,6,30,2020-04-10,161,3.03,15.15,81.31
Kerala,357,2,96,2020-04-10,259,0.56,26.82,72.35
Ladakh,15,0,10,2020-04-10,5,0.0,62.5,31.25
Madhya Pradesh,259,16,0,2020-04-10,243,6.15,0.0,93.46
Maharashtra,1364,97,125,2020-04-10,1142,7.11,9.16,83.66
Manipur,2,0,1,2020-04-10,1,0.0,33.33,33.33
Mizoram,1,0,0,2020-04-10,1,0.0,0.0,50.0
Odisha,44,1,2,2020-04-10,41,2.22,4.44,91.11
Puducherry,5,0,1,2020-04-10,4,0.0,16.67,66.67
Punjab,132,11,5,2020-04-10,116,8.27,3.76,87.22
Rajasthan,463,3,21,2020-04-10,439,0.65,4.53,94.61
Tamil Nadu,834,8,21,2020-04-10,805,0.96,2.51,96.41
Telengana,473,7,35,2020-04-10,431,1.48,7.38,90.93
Tripura,1,0,0,2020-04-10,1,0.0,0.0,50.0
Uttarakhand,35,0,5,2020-04-10,30,0.0,13.89,83.33
Uttar Pradesh,431,4,32,2020-04-10,395,0.93,7.41,91.44
West Bengal,116,5,16,2020-04-10,95,4.27,13.68,81.2
Andhra Pradesh,381,6,11,2020-04-11,364,1.57,2.88,95.29
Andaman and Nicobar Islands,11,0,0,2020-04-11,11,0.0,0.0,91.67
Arunachal Pradesh,1,0,0,2020-04-11,1,0.0,0.0,50.0
Assam,29,1,0,2020-04-11,28,3.33,0.0,93.33
Bihar,60,1,0,2020-04-11,59,1.64,0.0,96.72
Chandigarh,18,0,7,2020-04-11,11,0.0,36.84,57.89
Chhattisgarh,18,0,9,2020-04-11,9,0.0,47.37,47.37
Delhi,903,14,25,2020-04-11,864,1.55,2.77,95.58
Goa,7,0,1,2020-04-11,6,0.0,12.5,75.0
Gujarat,308,19,31,2020-04-11,258,6.15,10.03,83.5
Haryana,177,3,29,2020-04-11,145,1.69,16.29,81.46
Himachal Pradesh,28,1,6,2020-04-11,21,3.45,20.69,72.41
Jammu and Kashmir,207,4,6,2020-04-11,197,1.92,2.88,94.71
Jharkhand,17,1,0,2020-04-11,16,5.56,0.0,88.89
Karnataka,214,6,37,2020-04-11,171,2.79,17.21,79.53
Kerala,364,2,123,2020-04-11,239,0.55,33.7,65.48
Ladakh,15,0,10,2020-04-11,5,0.0,62.5,31.25
Madhya Pradesh,443,33,0,2020-04-11,410,7.43,0.0,92.34
Maharashtra,1574,110,188,2020-04-11,1276,6.98,11.94,81.02
Manipur,2,0,1,2020-04-11,1,0.0,33.33,33.33
Mizoram,1,0,0,2020-04-11,1,0.0,0.0,50.0
Odisha,48,1,2,2020-04-11,45,2.04,4.08,91.84
Puducherry,7,0,1,2020-04-11,6,0.0,12.5,75.0
Punjab,132,11,5,2020-04-11,116,8.27,3.76,87.22
Rajasthan,553,3,21,2020-04-11,529,0.54,3.79,95.49
Tamil Nadu,911,8,44,2020-04-11,859,0.88,4.82,94.19
Telengana,504,9,43,2020-04-11,452,1.78,8.51,89.5
Tripura,2,0,0,2020-04-11,2,0.0,0.0,66.67
Uttarakhand,35,0,5,2020-04-11,30,0.0,13.89,83.33
Uttar Pradesh,433,4,32,2020-04-11,397,0.92,7.37,91.47
West Bengal,126,5,16,2020-04-11,105,3.94,12.6,82.68
Andhra Pradesh,381,6,11,2020-04-12,364,1.57,2.88,95.29
Andaman and Nicobar Islands,11,0,10,2020-04-12,1,0.0,83.33,8.33
Arunachal Pradesh,1,0,0,2020-04-12,1,0.0,0.0,50.0
Assam,29,1,0,2020-04-12,28,3.33,0.0,93.33
Bihar,64,1,19,2020-04-12,44,1.54,29.23,67.69
Chandigarh,19,0,7,2020-04-12,12,0.0,35.0,60.0
Chhattisgarh,25,0,10,2020-04-12,15,0.0,38.46,57.69
Delhi,1069,19,25,2020-04-12,1025,1.78,2.34,95.79
Goa,7,0,5,2020-04-12,2,0.0,62.5,25.0
Gujarat,432,22,44,2020-04-12,366,5.08,10.16,84.53
Haryana,185,3,29,2020-04-12,153,1.61,15.59,82.26
Himachal Pradesh,32,1,6,2020-04-12,25,3.03,18.18,75.76
Jammu and Kashmir,224,4,6,2020-04-12,214,1.78,2.67,95.11
Jharkhand,17,1,0,2020-04-12,16,5.56,0.0,88.89
Karnataka,226,6,37,2020-04-12,183,2.64,16.3,80.62
Kerala,374,2,142,2020-04-12,230,0.53,37.87,61.33
Ladakh,15,0,10,2020-04-12,5,0.0,62.5,31.25
Madhya Pradesh,564,36,0,2020-04-12,528,6.37,0.0,93.45
Maharashtra,1761,127,208,2020-04-12,1426,7.21,11.8,80.93
Manipur,2,0,1,2020-04-12,1,0.0,33.33,33.33
Mizoram,1,0,0,2020-04-12,1,0.0,0.0,50.0
Odisha,54,1,12,2020-04-12,41,1.82,21.82,74.55
Puducherry,7,0,1,2020-04-12,6,0.0,12.5,75.0
Punjab,151,11,5,2020-04-12,135,7.24,3.29,88.82
Rajasthan,700,3,21,2020-04-12,676,0.43,3.0,96.43
Tamil Nadu,969,10,44,2020-04-12,915,1.03,4.54,94.33
Telengana,504,9,43,2020-04-12,452,1.78,8.51,89.5
Tripura,2,0,0,2020-04-12,2,0.0,0.0,66.67
Uttarakhand,35,0,5,2020-04-12,30,0.0,13.89,83.33
Uttar Pradesh,452,5,45,2020-04-12,402,1.1,9.93,88.74
West Bengal,134,5,19,2020-04-12,110,3.7,14.07,81.48
Andhra Pradesh,432,7,11,2020-04-13,414,1.62,2.54,95.61
Andaman and Nicobar Islands,11,0,10,2020-04-13,1,0.0,83.33,8.33
Arunachal Pradesh,1,0,0,2020-04-13,1,0.0,0.0,50.0
Assam,31,1,0,2020-04-13,30,3.12,0.0,93.75
Bihar,64,1,26,2020-04-13,37,1.54,40.0,56.92
Chandigarh,21,0,7,2020-04-13,14,0.0,31.82,63.64
Chhattisgarh,31,0,10,2020-04-13,21,0.0,31.25,65.62
Delhi,1154,24,27,2020-04-13,1103,2.08,2.34,95.5
Goa,7,0,5,2020-04-13,2,0.0,62.5,25.0
Gujarat,539,26,47,2020-04-13,466,4.81,8.7,86.3
Haryana,185,3,29,2020-04-13,153,1.61,15.59,82.26
Himachal Pradesh,32,1,13,2020-04-13,18,3.03,39.39,54.55
Jammu and Kashmir,245,4,6,2020-04-13,235,1.63,2.44,95.53
Jharkhand,19,2,0,2020-04-13,17,10.0,0.0,85.0
