loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Delhi,403096,6652,360069,2020-11-04,36375,1.65,89.33,9.02
Goa,44189,618,41362,2020-11-04,2209,1.4,93.6,5.0
Gujarat,175471,3731,159311,2020-11-04,12429,2.13,90.79,7.08
Haryana,172130,1817,156975,2020-11-04,13338,1.06,91.2,7.75
Himachal Pradesh,22932,344,19469,2020-11-04,3119,1.5,84.9,13.6
Jammu and Kashmir,96188,1502,88718,2020-11-04,5968,1.56,92.23,6.2
Jharkhand,102887,891,96975,2020-11-04,5021,0.87,94.25,4.88
Karnataka,832396,11247,780735,2020-11-04,40414,1.35,93.79,4.86
Kerala,451130,1559,364745,2020-11-04,84826,0.35,80.85,18.8
Ladakh,6441,76,5701,2020-11-04,664,1.18,88.5,10.31
Lakshadweep,0,0,0,2020-11-04,0,0.0,0.0,0.0
Madhya Pradesh,173384,2974,162366,2020-11-04,8044,1.72,93.64,4.64
Maharashtra,1692693,44248,1531277,2020-11-04,117168,2.61,90.46,6.92
Manipur,19241,184,15460,2020-11-04,3597,0.96,80.35,18.69
Meghalaya,9741,90,8680,2020-11-04,971,0.92,89.1,9.97
Mizoram,2893,1,2376,2020-11-04,516,0.03,82.1,17.83
Nagaland,9151,42,7869,2020-11-04,1240,0.46,85.98,13.55
Odisha,294415,1352,280553,2020-11-04,12510,0.46,95.29,4.25
Puducherry,35325,596,32284,2020-11-04,2445,1.69,91.39,6.92
Punjab,134786,4245,126315,2020-11-04,4226,3.15,93.71,3.14
Rajasthan,202220,1936,183899,2020-11-04,16385,0.96,90.94,8.1
Sikkim,4004,73,3660,2020-11-04,271,1.82,91.39,6.77
Tamil Nadu,731942,11214,701527,2020-11-04,19201,1.53,95.84,2.62
Telengana,244143,1357,224686,2020-11-04,18100,0.56,92.03,7.41
Tripura,31105,353,29430,2020-11-04,1322,1.13,94.61,4.25
Uttarakhand,63197,1033,58459,2020-11-04,3705,1.63,92.5,5.86
Uttar Pradesh,487335,7089,457708,2020-11-04,22538,1.45,93.92,4.62
West Bengal,385589,7013,342133,2020-11-04,36443,1.82,88.73,9.45
Andaman and Nicobar Islands,4403,60,4175,2020-11-05,168,1.36,94.8,3.81
Andhra Pradesh,835953,6757,807318,2020-11-05,21878,0.81,96.57,2.62
Arunachal Pradesh,15244,43,13580,2020-11-05,1621,0.28,89.08,10.63
Assam,208054,934,199458,2020-11-05,7662,0.45,95.87,3.68
Bihar,219349,1121,211872,2020-11-05,6356,0.51,96.59,2.9
Chandigarh,14794,229,13862,2020-11-05,703,1.55,93.69,4.75
Chhattisgarh,196233,2360,170760,2020-11-05,23113,1.2,87.02,11.78
Dadar Nagar Haveli,3268,2,3230,2020-11-05,36,0.06,98.81,1.1
Delhi,416653,6769,371155,2020-11-05,38729,1.62,89.08,9.3
Goa,44544,630,41849,2020-11-05,2065,1.41,93.95,4.64
Gujarat,177436,3744,161388,2020-11-05,12304,2.11,90.96,6.93
Haryana,176146,1859,159643,2020-11-05,14644,1.06,90.63,8.31
Himachal Pradesh,23809,361,19780,2020-11-05,3668,1.52,83.07,15.41
Jammu and Kashmir,97224,1517,89905,2020-11-05,5802,1.56,92.47,5.97
Jharkhand,103543,894,97964,2020-11-05,4685,0.86,94.61,4.52
Karnataka,838929,11312,794503,2020-11-05,33114,1.35,94.7,3.95
Kerala,466466,1613,380650,2020-11-05,84203,0.35,81.6,18.05
Ladakh,6633,79,5802,2020-11-05,752,1.19,87.46,11.34
Lakshadweep,0,0,0,2020-11-05,0,0.0,0.0,0.0
Madhya Pradesh,174825,2992,164067,2020-11-05,7766,1.71,93.85,4.44
Maharashtra,1703444,44804,1551282,2020-11-05,107358,2.63,91.07,6.3
Manipur,19725,189,15750,2020-11-05,3786,0.96,79.84,19.19
Meghalaya,9893,91,8813,2020-11-05,989,0.92,89.07,10.0
Mizoram,2990,2,2473,2020-11-05,515,0.07,82.68,17.22
Nagaland,9264,45,8161,2020-11-05,1058,0.49,88.08,11.42
Odisha,297274,1378,283533,2020-11-05,12363,0.46,95.38,4.16
Puducherry,35550,597,33123,2020-11-05,1830,1.68,93.17,5.15
Punjab,135834,4281,126932,2020-11-05,4621,3.15,93.45,3.4
Rajasthan,205800,1955,187544,2020-11-05,16301,0.95,91.13,7.92
Sikkim,4093,75,3778,2020-11-05,240,1.83,92.28,5.86
Tamil Nadu,736777,11272,706444,2020-11-05,19061,1.53,95.88,2.59
Telengana,247284,1366,226646,2020-11-05,19272,0.55,91.65,7.79
Tripura,31347,354,29666,2020-11-05,1327,1.13,94.63,4.23
Uttarakhand,64065,1047,59338,2020-11-05,3680,1.63,92.62,5.74
Uttar Pradesh,491354,7131,461073,2020-11-05,23150,1.45,93.84,4.71
West Bengal,393524,7122,350449,2020-11-05,35953,1.81,89.05,9.14
Andaman and Nicobar Islands,4403,60,4175,2020-11-06,168,1.36,94.8,3.81
Andhra Pradesh,835953,6757,807318,2020-11-06,21878,0.81,96.57,2.62
Arunachal Pradesh,15244,43,13580,2020-11-06,1621,0.28,89.08,10.63
Assam,208054,934,199458,2020-11-06,7662,0.45,95.87,3.68
Bihar,219349,1121,211872,2020-11-06,6356,0.51,96.59,2.9
Chandigarh,14794,229,13862,2020-11-06,703,1.55,93.69,4.75
Chhattisgarh,196233,2360,170760,2020-11-06,23113,1.2,87.02,11.78
Dadar Nagar Haveli,3268,2,3230,2020-11-06,36,0.06,98.81,1.1
Delhi,416653,6769,371155,2020-11-06,38729,1.62,89.08,9.3
Goa,44544,630,41849,2020-11-06,2065,1.41,93.95,4.64
Gujarat,177436,3744,161388,2020-11-06,12304,2.11,90.96,6.93
Haryana,176146,1859,159643,2020-11-06,14644,1.06,90.63,8.31
Himachal Pradesh,23809,361,19780,2020-11-06,3668,1.52,83.07,15.41
Jammu and Kashmir,97224,1517,89905,2020-11-06,5802,1.56,92.47,5.97
Jharkhand,103543,894,97964,2020-11-06,4685,0.86,94.61,4.52
Karnataka,838929,11312,794503,2020-11-06,33114,1.35,94.7,3.95
Kerala,466466,1613,380650,2020-11-06,84203,0.35,81.6,18.05
Ladakh,6633,79,5802,2020-11-06,752,1.19,87.46,11.34
Lakshadweep,0,0,0,2020-11-06,0,0.0,0.0,0.0
Madhya Pradesh,174825,2992,164067,2020-11-06,7766,1.71,93.85,4.44
Maharashtra,1703444,44804,1551282,2020-11-06,107358,2.63,91.07,6.3
Manipur,19725,189,15750,2020-11-06,3786,0.96,79.84,19.19
Meghalaya,9893,91,8813,2020-11-06,989,0.92,89.07,10.0
Mizoram,2990,2,2473,2020-11-06,515,0.07,82.68,17.22
Nagaland,9264,45,8161,2020-11-06,1058,0.49,88.08,11.42
Odisha,297274,1378,283533,2020-11-06,12363,0.46,95.38,4.16
Puducherry,35550,597,33123,2020-11-06,1830,1.68,93.17,5.15
Punjab,135834,4281,126932,2020-11-06,4621,3.15,93.45,3.4
Rajasthan,205800,1955,187544,2020-11-06,16301,0.95,91.13,7.92
Sikkim,4093,75,3778,2020-11-06,240,1.83,92.28,5.86
Tamil Nadu,736777,11272,706444,2020-11-06,19061,1.53,95.88,2.59
Telengana,247284,1366,226646,2020-11-06,19272,0.55,91.65,7.79
Tripura,31347,354,29666,2020-11-06,1327,1.13,94.63,4.23
Uttarakhand,64065,1047,59338,2020-11-06,3680,1.63,92.62,5.74
Uttar Pradesh,491354,7131,461073,2020-11-06,23150,1.45,93.84,4.71
West Bengal,393524,7122,350449,2020-11-06,35953,1.81,89.05,9.14
Andaman and Nicobar Islands,4441,60,4206,2020-11-07,175,1.35,94.69,3.94
Andhra Pradesh,840730,6779,812517,2020-11-07,21434,0.81,96.64,2.55
Arunachal Pradesh,15389,45,13785,2020-11-07,1559,0.29,89.57,10.13
Assam,208637,940,200939,2020-11-07,6758,0.45,96.31,3.24
Bihar,220936,1136,213513,2020-11-07,6287,0.51,96.64,2.85
Chandigarh,15025,232,13978,2020-11-07,815,1.54,93.03,5.42
Chhattisgarh,199562,2434,173872,2020-11-07,23256,1.22,87.13,11.65
Dadar Nagar Haveli,3273,2,3239,2020-11-07,32,0.06,98.93,0.98
Delhi,430784,6912,383614,2020-11-07,40258,1.6,89.05,9.35
Goa,44916,641,42239,2020-11-07,2036,1.43,94.04,4.53
Gujarat,179517,3753,163640,2020-11-07,12124,2.09,91.16,6.75
Haryana,180424,1897,162814,2020-11-07,15713,1.05,90.24,8.71
Himachal Pradesh,24812,371,20243,2020-11-07,4198,1.5,81.58,16.92
Jammu and Kashmir,98337,1528,91225,2020-11-07,5584,1.55,92.77,5.68
Jharkhand,104239,897,98776,2020-11-07,4566,0.86,94.76,4.38
Karnataka,844147,11369,799439,2020-11-07,33339,1.35,94.7,3.95
Kerala,480669,1668,395624,2020-11-07,83377,0.35,82.31,17.35
Ladakh,6790,80,5894,2020-11-07,816,1.18,86.79,12.02
Lakshadweep,0,0,0,2020-11-07,0,0.0,0.0,0.0
Madhya Pradesh,176468,3017,165715,2020-11-07,7736,1.71,93.91,4.38
Maharashtra,1714273,45115,1569090,2020-11-07,100068,2.63,91.53,5.84
Manipur,20131,194,16714,2020-11-07,3223,0.96,83.02,16.01
Meghalaya,10047,93,8959,2020-11-07,995,0.93,89.16,9.9
Mizoram,3090,2,2526,2020-11-07,562,0.06,81.72,18.18
Nagaland,9455,45,8336,2020-11-07,1074,0.48,88.16,11.36
Odisha,300140,1410,286857,2020-11-07,11873,0.47,95.57,3.96
Puducherry,35744,600,33932,2020-11-07,1212,1.68,94.93,3.39
Punjab,136958,4310,127821,2020-11-07,4827,3.15,93.33,3.52
Rajasthan,209438,1979,191132,2020-11-07,16327,0.94,91.26,7.8
Sikkim,4195,76,3805,2020-11-07,314,1.81,90.68,7.48
Tamil Nadu,741488,11324,711198,2020-11-07,18966,1.53,95.91,2.56
Telengana,250331,1377,229064,2020-11-07,19890,0.55,91.5,7.95
Tripura,31517,357,29858,2020-11-07,1302,1.13,94.73,4.13
Uttarakhand,65036,1063,60083,2020-11-07,3890,1.63,92.38,5.98
Uttar Pradesh,495421,7180,465250,2020-11-07,22991,1.45,93.91,4.64
West Bengal,401394,7235,359071,2020-11-07,35088,1.8,89.46,8.74
Andaman and Nicobar Islands,4441,60,4206,2020-11-08,175,1.35,94.69,3.94
Andhra Pradesh,840730,6779,812517,2020-11-08,21434,0.81,96.64,2.55
Arunachal Pradesh,15389,45,13785,2020-11-08,1559,0.29,89.57,10.13
Assam,208637,940,200939,2020-11-08,6758,0.45,96.31,3.24
Bihar,220936,1136,213513,2020-11-08,6287,0.51,96.64,2.85
Chandigarh,15025,232,13978,2020-11-08,815,1.54,93.03,5.42
Chhattisgarh,199562,2434,173872,2020-11-08,23256,1.22,87.13,11.65
Dadar Nagar Haveli,3273,2,3239,2020-11-08,32,0.06,98.93,0.98
Delhi,430784,6912,383614,2020-11-08,40258,1.6,89.05,9.35
Goa,44916,641,42239,2020-11-08,2036,1.43,94.04,4.53
Gujarat,179517,3753,163640,2020-11-08,12124,2.09,91.16,6.75
Haryana,180424,1897,162814,2020-11-08,15713,1.05,90.24,8.71
Himachal Pradesh,24812,371,20243,2020-11-08,4198,1.5,81.58,16.92
Jammu and Kashmir,98337,1528,91225,2020-11-08,5584,1.55,92.77,5.68
Jharkhand,104239,897,98776,2020-11-08,4566,0.86,94.76,4.38
Karnataka,844147,11369,799439,2020-11-08,33339,1.35,94.7,3.95
Kerala,480669,1668,395624,2020-11-08,83377,0.35,82.31,17.35
Ladakh,6790,80,5894,2020-11-08,816,1.18,86.79,12.02
Lakshadweep,0,0,0,2020-11-08,0,0.0,0.0,0.0
Madhya Pradesh,176468,3017,165715,2020-11-08,7736,1.71,93.91,4.38
Maharashtra,1714273,45115,1569090,2020-11-08,100068,2.63,91.53,5.84
Manipur,20131,194,16714,2020-11-08,3223,0.96,83.02,16.01
Meghalaya,10047,93,8959,2020-11-08,995,0.93,89.16,9.9
Mizoram,3090,2,2526,2020-11-08,562,0.06,81.72,18.18
Nagaland,9455,45,8336,2020-11-08,1074,0.48,88.16,11.36
Odisha,300140,1410,286857,2020-11-08,11873,0.47,95.57,3.96
Puducherry,35744,600,33932,2020-11-08,1212,1.68,94.93,3.39
Punjab,136958,4310,127821,2020-11-08,4827,3.15,93.33,3.52
Rajasthan,209438,1979,191132,2020-11-08,16327,0.94,91.26,7.8
Sikkim,4195,76,3805,2020-11-08,314,1.81,90.68,7.48
Tamil Nadu,741488,11324,711198,2020-11-08,18966,1.53,95.91,2.56
Telengana,250331,1377,229064,2020-11-08,19890,0.55,91.5,7.95
Tripura,31517,357,29858,2020-11-08,1302,1.13,94.73,4.13
Uttarakhand,65036,1063,60083,2020-11-08,3890,1.63,92.38,5.98
Uttar Pradesh,495421,7180,465250,2020-11-08,22991,1.45,93.91,4.64
West Bengal,401394,7235,359071,2020-11-08,35088,1.8,89.46,8.74
Andaman and Nicobar Islands,4450,60,4221,2020-11-09,169,1.35,94.83,3.8
Andhra Pradesh,842967,6791,814773,2020-11-09,21403,0.81,96.66,2.54
Arunachal Pradesh,15436,46,13881,2020-11-09,1509,0.3,89.92,9.78
Assam,208789,943,201334,2020-11-09,6512,0.45,96.43,3.12
Bihar,221624,1144,214207,2020-11-09,6273,0.52,96.65,2.83
Chandigarh,15134,234,14024,2020-11-09,876,1.55,92.66,5.79
Chhattisgarh,200937,2447,176129,2020-11-09,22361,1.22,87.65,11.13
Dadar Nagar Haveli,3274,2,3246,2020-11-09,26,0.06,99.11,0.79
Delhi,438529,6989,389683,2020-11-09,41857,1.59,88.86,9.54
Goa,45065,643,42446,2020-11-09,1976,1.43,94.19,4.38
Gujarat,180537,3760,164459,2020-11-09,12318,2.08,91.09,6.82
Haryana,182804,1912,164444,2020-11-09,16448,1.05,89.96,9.0
Himachal Pradesh,25486,377,20393,2020-11-09,4716,1.48,80.01,18.5
Jammu and Kashmir,98892,1533,91681,2020-11-09,5678,1.55,92.71,5.74
Jharkhand,104442,897,99074,2020-11-09,4471,0.86,94.86,4.28
Karnataka,846887,11391,801799,2020-11-09,33697,1.35,94.68,3.98
Kerala,486109,1692,402477,2020-11-09,81940,0.35,82.8,16.86
Ladakh,6809,84,5960,2020-11-09,765,1.23,87.52,11.23
Lakshadweep,0,0,0,2020-11-09,0,0.0,0.0,0.0
Madhya Pradesh,177359,3028,166403,2020-11-09,7928,1.71,93.82,4.47
Maharashtra,1719858,45240,1577322,2020-11-09,97296,2.63,91.71,5.66
Manipur,20376,197,17072,2020-11-09,3107,0.97,83.78,15.25
Meghalaya,10202,93,9075,2020-11-09,1034,0.91,88.94,10.13
Mizoram,3096,2,2618,2020-11-09,476,0.06,84.53,15.37
Nagaland,9474,46,8440,2020-11-09,988,0.49,89.08,10.43
Odisha,301574,1425,288168,2020-11-09,11981,0.47,95.55,3.97
Puducherry,35838,601,34067,2020-11-09,1170,1.68,95.06,3.26
Punjab,137445,4318,128217,2020-11-09,4910,3.14,93.29,3.57
Rajasthan,211310,1989,192945,2020-11-09,16376,0.94,91.31,7.75
Sikkim,4245,78,3894,2020-11-09,273,1.84,91.71,6.43
Tamil Nadu,743822,11344,713584,2020-11-09,18894,1.53,95.93,2.54
Telengana,251188,1381,230568,2020-11-09,19239,0.55,91.79,7.66
Tripura,31543,359,29965,2020-11-09,1219,1.14,94.99,3.86
Uttarakhand,65279,1065,60242,2020-11-09,3972,1.63,92.28,6.08
Uttar Pradesh,497563,7206,467108,2020-11-09,23249,1.45,93.88,4.67
West Bengal,405314,7294,363454,2020-11-09,34566,1.8,89.67,8.53
Andaman and Nicobar Islands,4463,60,4239,2020-11-10,164,1.34,94.96,3.67
Andhra Pradesh,844359,6802,816322,2020-11-10,21235,0.81,96.68,2.51
Arunachal Pradesh,15484,46,13966,2020-11-10,1472,0.3,90.19,9.51
Assam,209117,947,201842,2020-11-10,6328,0.45,96.52,3.03
Bihar,222917,1151,215263,2020-11-10,6503,0.52,96.57,2.92
Chandigarh,15249,237,14110,2020-11-10,902,1.55,92.52,5.91
Chhattisgarh,202523,2464,178838,2020-11-10,21221,1.22,88.3,10.48
Dadar Nagar Haveli,3274,2,3249,2020-11-10,23,0.06,99.21,0.7
Delhi,443552,7060,396697,2020-11-10,39795,1.59,89.44,8.97
Goa,45209,647,42678,2020-11-10,1884,1.43,94.4,4.17
Gujarat,181508,3765,165452,2020-11-10,12291,2.07,91.15,6.77
Haryana,185231,1919,166595,2020-11-10,16717,1.04,89.94,9.02
Himachal Pradesh,26197,384,20621,2020-11-10,5192,1.47,78.71,19.82
Jammu and Kashmir,99352,1542,92245,2020-11-10,5565,1.55,92.85,5.6
Jharkhand,104688,905,99532,2020-11-10,4251,0.86,95.07,4.06
Karnataka,848850,11410,804485,2020-11-10,32955,1.34,94.77,3.88
Kerala,489702,1714,408460,2020-11-10,79528,0.35,83.41,16.24
Ladakh,6934,85,6003,2020-11-10,846,1.23,86.56,12.2
Lakshadweep,0,0,0,2020-11-10,0,0.0,0.0,0.0
Madhya Pradesh,178168,3034,167084,2020-11-10,8050,1.7,93.78,4.52
Maharashtra***,1723135,45325,1581373,2020-11-10,96437,2.63,91.77,5.6
Manipur,20558,198,17259,2020-11-10,3101,0.96,83.95,15.08
Meghalaya,10230,94,9112,2020-11-10,1024,0.92,89.06,10.01
Mizoram,3156,2,2656,2020-11-10,498,0.06,84.13,15.77
Nagaland,9503,46,8513,2020-11-10,944,0.48,89.57,9.93
Odisha,302793,1441,289689,2020-11-10,11663,0.48,95.67,3.85
Puducherry,35900,602,34212,2020-11-10,1086,1.68,95.3,3.02
Punjab,137999,4338,128727,2020-11-10,4934,3.14,93.28,3.58
Rajasthan,213169,1998,194629,2020-11-10,16542,0.94,91.3,7.76
Sikkim,4257,79,3910,2020-11-10,268,1.86,91.83,6.29
Tamil Nadu,746079,11362,715892,2020-11-10,18825,1.52,95.95,2.52
Telengana,252455,1385,232489,2020-11-10,18581,0.55,92.09,7.36
Tripura,31622,359,30009,2020-11-10,1254,1.14,94.9,3.97
Uttarakhand,65677,1075,60453,2020-11-10,4149,1.64,92.04,6.32
Uttar Pradesh,499199,7231,469003,2020-11-10,22965,1.45,93.95,4.6
West Bengal,409221,7350,367850,2020-11-10,34021,1.8,89.89,8.31
Andaman and Nicobar Islands,4477,60,4255,2020-11-11,162,1.34,95.02,3.62
Andhra Pradesh,846245,6814,818473,2020-11-11,20958,0.81,96.72,2.48
Arunachal Pradesh,15581,46,14051,2020-11-11,1484,0.3,90.17,9.52
Assam,209388,952,202471,2020-11-11,5965,0.45,96.7,2.85
Bihar,223346,1156,216097,2020-11-11,6093,0.52,96.75,2.73
Chandigarh,15339,241,14176,2020-11-11,922,1.57,92.41,6.01
Chhattisgarh,204202,2482,180995,2020-11-11,20725,1.22,88.63,10.15
Dadar Nagar Haveli,3275,2,3253,2020-11-11,20,0.06,99.3,0.61
Delhi,451382,7143,402854,2020-11-11,41385,1.58,89.25,9.17
Goa,45389,651,42877,2020-11-11,1861,1.43,94.46,4.1
Gujarat,182557,3770,166331,2020-11-11,12456,2.07,91.11,6.82
Haryana,187777,1935,168421,2020-11-11,17421,1.03,89.69,9.28
Himachal Pradesh,26808,396,21047,2020-11-11,5365,1.48,78.51,20.01
Jammu and Kashmir,99844,1549,92880,2020-11-11,5415,1.55,93.02,5.42
Jharkhand,104940,910,99988,2020-11-11,4042,0.87,95.28,3.85
Karnataka,851212,11430,808700,2020-11-11,31082,1.34,95.01,3.65
Kerala,495712,1742,415158,2020-11-11,78812,0.35,83.75,15.9
Ladakh,7063,85,6058,2020-11-11,920,1.2,85.76,13.02
Lakshadweep,0,0,0,2020-11-11,0,0.0,0.0,0.0
Madhya Pradesh,179068,3042,167877,2020-11-11,8149,1.7,93.75,4.55
Maharashtra,1726926,45435,1588091,2020-11-11,93400,2.63,91.96,5.41
Manipur,20777,200,17534,2020-11-11,3043,0.96,84.39,14.65
Meghalaya,10296,94,9241,2020-11-11,961,0.91,89.74,9.33
Mizoram,3217,2,2686,2020-11-11,529,0.06,83.47,16.44
Nagaland,9536,50,8597,2020-11-11,889,0.52,90.14,9.32
Odisha,303780,1454,291137,2020-11-11,11189,0.48,95.84,3.68
Puducherry,36000,604,34325,2020-11-11,1071,1.68,95.34,2.97
Punjab,138485,4358,129089,2020-11-11,5038,3.15,93.21,3.64
Rajasthan,215071,2008,196338,2020-11-11,16725,0.93,91.29,7.78
Sikkim,4308,80,3923,2020-11-11,305,1.86,91.04,7.08
Tamil Nadu,748225,11387,718129,2020-11-11,18709,1.52,95.98,2.5
Telengana,253651,1390,234234,2020-11-11,18027,0.55,92.34,7.11
Tripura,31706,359,30058,2020-11-11,1289,1.13,94.8,4.07
Uttarakhand,66005,1080,60970,2020-11-11,3955,1.64,92.37,5.99
Uttar Pradesh,501311,7261,471204,2020-11-11,22846,1.45,93.99,4.56
West Bengal,413112,7403,372265,2020-11-11,33444,1.79,90.11,8.1
Andaman and Nicobar Islands,4494,60,4267,2020-11-12,167,1.33,94.93,3.72
Andhra Pradesh,847977,6828,820234,2020-11-12,20915,0.81,96.73,2.47
Arunachal Pradesh,15657,46,14126,2020-11-12,1485,0.29,90.22,9.48
Assam,209633,954,203308,2020-11-12,5371,0.46,96.98,2.56
Bihar,223917,1162,216940,2020-11-12,5815,0.52,96.88,2.6
Chandigarh,15434,243,14233,2020-11-12,958,1.57,92.21,6.21
Chhattisgarh,205923,2507,183190,2020-11-12,20226,1.22,88.96,9.82
Dadar Nagar Haveli,3275,2,3255,2020-11-12,18,0.06,99.36,0.55
Delhi,459975,7228,410118,2020-11-12,42629,1.57,89.16,9.27
Goa,45498,656,43029,2020-11-12,1813,1.44,94.57,3.98
Gujarat,183682,3776,167683,2020-11-12,12223,2.06,91.29,6.65
Haryana,190323,1960,170250,2020-11-12,18113,1.03,89.45,9.52
Himachal Pradesh,27418,405,21408,2020-11-12,5605,1.48,78.08,20.44
Jammu and Kashmir,100351,1558,93313,2020-11-12,5480,1.55,92.99,5.46
Jharkhand,105224,913,100302,2020-11-12,4009,0.87,95.32,3.81
Karnataka,853796,11453,811581,2020-11-12,30762,1.34,95.06,3.6
Kerala,502719,1771,422410,2020-11-12,78538,0.35,84.02,15.62
Ladakh,7134,86,6118,2020-11-12,930,1.21,85.75,13.03
Lakshadweep,0,0,0,2020-11-12,0,0.0,0.0,0.0
Madhya Pradesh,179951,3055,168568,2020-11-12,8328,1.7,93.67,4.63
Maharashtra,1731833,45560,1597255,2020-11-12,89018,2.63,92.23,5.14
Manipur,20950,202,17698,2020-11-12,3050,0.96,84.47,14.56
Meghalaya,10368,94,9312,2020-11-12,962,0.91,89.81,9.28
Mizoram,3242,2,2688,2020-11-12,552,0.06,82.89,17.02
Nagaland,9578,50,8687,2020-11-12,841,0.52,90.69,8.78
Odisha,305000,1469,292477,2020-11-12,11054,0.48,95.89,3.62
Puducherry,36114,605,34432,2020-11-12,1077,1.68,95.34,2.98
Punjab,139184,4389,129549,2020-11-12,5246,3.15,93.08,3.77
Rajasthan,217151,2019,198139,2020-11-12,16993,0.93,91.24,7.83
Sikkim,4344,82,3971,2020-11-12,291,1.89,91.39,6.7
Tamil Nadu,750409,11415,720339,2020-11-12,18655,1.52,95.99,2.49
Telengana,254666,1393,235950,2020-11-12,17323,0.55,92.65,6.8
Tripura,31765,359,30208,2020-11-12,1198,1.13,95.1,3.77
Uttarakhand,66788,1086,61451,2020-11-12,4251,1.63,92.01,6.36
Uttar Pradesh,503159,7281,473316,2020-11-12,22562,1.45,94.07,4.48
West Bengal,416984,7452,376696,2020-11-12,32836,1.79,90.34,7.87
Andaman and Nicobar Islands,4507,61,4282,2020-11-13,164,1.35,94.99,3.64
Andhra Pradesh,849705,6837,822011,2020-11-13,20857,0.8,96.74,2.45
Arunachal Pradesh,15701,47,14214,2020-11-13,1440,0.3,90.52,9.17
Assam,209835,957,204079,2020-11-13,4799,0.46,97.26,2.29
Bihar,224524,1167,217594,2020-11-13,5763,0.52,96.91,2.57
Chandigarh,15543,244,14297,2020-11-13,1002,1.57,91.98,6.45
Chhattisgarh,207740,2527,185152,2020-11-13,20061,1.22,89.13,9.66
Dadar Nagar Haveli,3278,2,3255,2020-11-13,21,0.06,99.27,0.64
Delhi,467028,7332,416580,2020-11-13,43116,1.57,89.2,9.23
Goa,45605,656,43221,2020-11-13,1728,1.44,94.77,3.79
Gujarat,184964,3785,168858,2020-11-13,12321,2.05,91.29,6.66
Haryana,193111,1979,172265,2020-11-13,18867,1.02,89.2,9.77
Himachal Pradesh,28183,411,21607,2020-11-13,6165,1.46,76.66,21.87
Jammu and Kashmir,100968,1566,93824,2020-11-13,5578,1.55,92.92,5.52
Jharkhand,105493,917,100908,2020-11-13,3668,0.87,95.65,3.48
Karnataka,855912,11474,814949,2020-11-13,29489,1.34,95.21,3.45
Kerala,508256,1796,428529,2020-11-13,77931,0.35,84.31,15.33
Ladakh,7211,89,6151,2020-11-13,971,1.23,85.29,13.46
Lakshadweep,0,0,0,2020-11-13,0,0.0,0.0,0.0
Madhya Pradesh,180997,3065,169260,2020-11-13,8672,1.69,93.51,4.79
Maharashtra,1736329,45682,1605064,2020-11-13,85583,2.63,92.44,4.93
Manipur,21211,207,17889,2020-11-13,3115,0.98,84.33,14.69
Meghalaya,10511,98,9368,2020-11-13,1045,0.93,89.12,9.94
Mizoram,3309,2,2739,2020-11-13,568,0.06,82.75,17.16
Nagaland,9615,50,8776,2020-11-13,789,0.52,91.26,8.21
Odisha,305986,1483,293741,2020-11-13,10762,0.48,96.0,3.52
Puducherry,36179,607,34501,2020-11-13,1071,1.68,95.36,2.96
Punjab,139869,4412,130018,2020-11-13,5439,3.15,92.96,3.89
Rajasthan,219327,2032,199943,2020-11-13,17352,0.93,91.16,7.91
Sikkim,4368,85,4019,2020-11-13,264,1.95,91.99,6.04
Tamil Nadu,752521,11440,722686,2020-11-13,18395,1.52,96.04,2.44
Telengana,255663,1397,237172,2020-11-13,17094,0.55,92.77,6.69
Tripura,31841,360,30314,2020-11-13,1167,1.13,95.2,3.66
Uttarakhand,67239,1093,61990,2020-11-13,4156,1.63,92.19,6.18
Uttar Pradesh,505426,7302,475175,2020-11-13,22949,1.44,94.01,4.54
West Bengal,420840,7506,381149,2020-11-13,32185,1.78,90.57,7.65
Andaman and Nicobar Islands,4518,61,4304,2020-11-14,153,1.35,95.24,3.39
Andhra Pradesh,851298,6847,824189,2020-11-14,20262,0.8,96.82,2.38
Arunachal Pradesh,15758,47,14319,2020-11-14,1392,0.3,90.86,8.83
Assam,210068,958,204721,2020-11-14,4389,0.46,97.45,2.09
Bihar,225124,1174,218313,2020-11-14,5637,0.52,96.97,2.5
Chandigarh,15636,246,14381,2020-11-14,1009,1.57,91.97,6.45
Chhattisgarh,209288,2545,187522,2020-11-14,19221,1.22,89.6,9.18
Dadar Nagar Haveli,3281,2,3259,2020-11-14,20,0.06,99.3,0.61
Delhi,474830,7423,423078,2020-11-14,44329,1.56,89.1,9.34
Goa,45761,658,43388,2020-11-14,1715,1.44,94.81,3.75
Gujarat,186116,3791,169936,2020-11-14,12389,2.04,91.31,6.66
Haryana,195799,2006,174380,2020-11-14,19413,1.02,89.06,9.91
Himachal Pradesh,29008,423,21846,2020-11-14,6739,1.46,75.31,23.23
Jammu and Kashmir,101594,1574,94375,2020-11-14,5645,1.55,92.89,5.56
Jharkhand,105781,921,101569,2020-11-14,3291,0.87,96.02,3.11
Karnataka,857928,11491,818392,2020-11-14,28045,1.34,95.39,3.27
Kerala,514060,1822,434730,2020-11-14,77508,0.35,84.57,15.08
Ladakh,7291,89,6213,2020-11-14,989,1.22,85.2,13.56
Lakshadweep,0,0,0,2020-11-14,0,0.0,0.0,0.0
Madhya Pradesh,182045,3076,170093,2020-11-14,8876,1.69,93.43,4.88
